STATE,LGA,COMMUNITY,DATE_OF_OCCURRENCE,PERSONS_AFFECTED,DISPLACED_PERSONS,DATE,YEAR,MONTH,SEASON,SEVERITY_RATIO
Taraba,Wukari,"Bantaje, Gindin Dorowa, Nwukon,,.Jibo, Kente, Tsokundi, Ndo Ike, Ando- Katsewen, Ra-fin Kada",17/08/2022,11327,0,2022-08-17,2022.0,8.0,Rainy,0.0
Taraba,Ussa,"Fikyu, Kpambo, Konkaen, Kutxu-Asik, Kifong, Kwesati, Kpakya",17/08/2022,8985,0,2022-08-17,2022.0,8.0,Rainy,0.0
Taraba,Lau,"Garin-Dago, Kunini, Lau A and B, Donadda, Abbare, Mako, Bwoi Baba, BwoiSakiya",2022-02-08 00:00:00,7734,0,2022-02-08,2022.0,2.0,Dry,0.0
Taraba,Karim-lamido,"Karim A and B, Muri 8, Jen Ardido, Jen-Kaigama, Bikwini, Karim Town, Karim Maude, Bandawa, Wuro Lace, Jen Pete!, Sabon Gari, Banbuka",14/07/2022,5501,0,2022-07-14,2022.0,7.0,Rainy,0.0
Taraba,Jalingo,"Mayo-Gwoi, Turaki A and 8, Barade, Abl!.ia Phase l, Abuja Phase 2, Abuja Phase 3, Nyabun-kaka, Nukkai, Bobboji, Majidadi, Nta, Ma/lam Joda, W/Board, Mayo- ssa, Mile 6, Special/ist Hospital. Dinyavo, Guflum
Jerusalem, Gui/um, Kona-Garu",25/07/2022,9243,0,2022-07-25,2022.0,7.0,Rainy,0.0
Taraba,Takum,"Takum, Mbiya,Kpankufun, Zapata, Manya, Sufa, Shibong",17/08/2022,7426,0,2022-08-17,2022.0,8.0,Rainy,0.0
Taraba,Ibi,"Tampara, SarkiKudu, Angwa Nufawa, Angwa Kabawa, Kafa Dampara, Doshima l, Doshima 2, Jigawa Gyada, Angwan Tebua, Angwa Nwonyo 1, Angwa Nwomyo 2",17/07/2022,9685,0,2022-07-17,2022.0,7.0,Rainy,0.0
Taraba,Ardo-Kola,"Tau, Jauro-Dovo, Jauro-Yinu, Mayo-Ranewo, Bakin-Dutse, Panpete/, Adamu Chamber",14/08/2022,8430,0,2022-08-14,2022.0,8.0,Rainy,0.0
Taraba,Gassol,"Wuryo, Sendirde, Mutu-Biyu, Shira, Wuro-jam, Sabon-Gida, Tutare,
Gumduma, Nammai, Gasse/ Yarima",2022-09-07 00:00:00,8620,0,2022-09-07,2022.0,9.0,Rainy,0.0
Taraba,Donga,Unspecified,27/07/2022,4164,0,2022-07-27,2022.0,7.0,Rainy,0.0
Taraba,Gassol,Unspecified,26/07/2022,6828,0,2022-07-26,2022.0,7.0,Rainy,0.0
Taraba,Jalingo,Unspecified,2022-08-07 00:00:00,1716,0,2022-08-07,2022.0,8.0,Rainy,0.0
Taraba,Karim-lamido,Unspecified,25/07/2022,6246,0,2022-07-25,2022.0,7.0,Rainy,0.0
Taraba,Lau,..,25/07/2022,3666,0,2022-07-25,2022.0,7.0,Rainy,0.0
Taraba,Wukari,Unspecified,25/07/2022,5364,0,2022-07-25,2022.0,7.0,Rainy,0.0
Yobe,Geidam,Barko,19/07/2022,48,67,2022-07-19,2022.0,7.0,Rainy,1.3958333333333333
Yobe,Geidam,Kusur,19/07/2022,35,51,2022-07-19,2022.0,7.0,Rainy,1.457142857142857
Yobe,Nguru,"Afunori, Mai Dashi",2022-02-08 00:00:00,47,103,2022-02-08,2022.0,2.0,Dry,2.1914893617021276
Yobe,Fune,Alagarno,17/08/2022,220,512,2022-08-17,2022.0,8.0,Rainy,2.327272727272727
Yobe,Jakusko,Amshi and Dachia,2022-02-08 00:00:00,20,56,2022-02-08,2022.0,2.0,Dry,2.8
Yobe,Jakusko,Arfani Jawur Katamma,2022-12-09 00:00:00,147,236,2022-12-09,2022.0,12.0,Dry,1.6054421768707483
Yobe,Geidam,Awakurari,21/09/2022,565,468,2022-09-21,2022.0,9.0,Rainy,0.8283185840707965
Yobe,Tarmua,Babangida,16/08/2022,124,345,2022-08-16,2022.0,8.0,Rainy,2.782258064516129
Yobe,Nangere,Babiyoma,14/08/2022,17,48,2022-08-14,2022.0,8.0,Rainy,2.823529411764706
Yobe,Bursari,Bade Gana ..,24/08/2022,70,149,2022-08-24,2022.0,8.0,Rainy,2.1285714285714286
Yobe,Gulani,Bandila,2022-09-09 00:00:00,78,145,2022-09-09,2022.0,9.0,Rainy,1.858974358974359
Yobe,Gulani,"Bara, Ouchi, Danga",15/07/2022,156,206,2022-07-15,2022.0,7.0,Rainy,1.3205128205128205
Yobe,Bursari,Bayamari,24/08/2022,158,243,2022-08-24,2022.0,8.0,Rainy,1.5379746835443038
Yobe,Tarmua,Biriri,16/08/2022,106,207,2022-08-16,2022.0,8.0,Rainy,1.9528301886792452
Yobe,Nguru,"Basso, Missilli, Kanimari",2022-02-08 00:00:00,125,205,2022-02-08,2022.0,2.0,Dry,1.64
Yobe,Fune,Bukarti,17/08/2022,35,63,2022-08-17,2022.0,8.0,Rainy,1.8
Yobe,Jakusko,Bukarti,2022-02-08 00:00:00,42,97,2022-02-08,2022.0,2.0,Dry,2.3095238095238093
Yobe,Gujba,Bukkoyel,30/08/2021,11,41,2021-08-30,2021.0,8.0,Rainy,3.727272727272727
Yobe,Nguru,"Bulabulin, Yanchiyawa",2022-02-08 00:00:00,65,157,2022-02-08,2022.0,2.0,Dry,2.4153846153846152
Yobe,Yusufari,Bulajaji I,2022-02-08 00:00:00,58,145,2022-02-08,2022.0,2.0,Dry,2.5
Yobe,Tarmua,"Bu/ama Umar community, Shekau",16/08/2022,60,169,2022-08-16,2022.0,8.0,Rainy,2.816666666666667
Yobe,Yusufari,Bulanguwa,2022-02-08 00:00:00,45,107,2022-02-08,2022.0,2.0,Dry,2.3777777777777778
Yobe,Gulani,"Bularafa, Kukuwa, Bandilla",15/07/2022,127,128,2022-07-15,2022.0,7.0,Rainy,1.0078740157480315
Yobe,Gulani,"Buloko/o, Chandam, L.abba, Kojoli",1 5/07/2022,83,124,,,,Rainy,1.4939759036144578
Yobe,Bade,Bultumari Extension,2022-02-08 00:00:00,60,134,2022-02-08,2022.0,2.0,Dry,2.2333333333333334
Yobe,Gulani,"Bumsa, Ngurum",15/07/2022,142,198,2022-07-15,2022.0,7.0,Rainy,1.3943661971830985
Yobe,Gujba,Buni Gari,2022-08-07 00:00:00,110,0,2022-08-07,2022.0,8.0,Rainy,0.0
Yobe,Gujba,Buni Gari,2022-08-07 00:00:00,110,214,2022-08-07,2022.0,8.0,Rainy,1.9454545454545455
Yobe,Gujba,"Buni Gari, Kukuwa",15/07/2022,80,167,2022-07-15,2022.0,7.0,Rainy,2.0875
Yobe,Gujba,Buni Gari/Kukuwa,15/07/2022,194,0,2022-07-15,2022.0,7.0,Rainy,0.0
Yobe,Gujba,Chillari,2022-05-09 00:00:00,65,129,2022-05-09,2022.0,5.0,Rainy,1.9846153846153847
Yobe,Tarmua,Chirokusko,16/08/2022,31,57,2022-08-16,2022.0,8.0,Rainy,1.8387096774193548
Yobe,Nangere,Chukuriwa,14/08/2022,31,93,2022-08-14,2022.0,8.0,Rainy,3.0
Yobe,Fune,Damagum,25/06/2022,31,0,2022-06-25,2022.0,6.0,Rainy,0.0
Yobe,Fune,Damagum,25/06/2022,31,63,2022-06-25,2022.0,6.0,Rainy,2.032258064516129
Yobe,Fune,Damagum Damakasu Danchuwa Danchuwa Danga Kanma Dapchi,17/08/2022,249,631,2022-08-17,2022.0,8.0,Rainy,2.534136546184739
Yobe,Damaturu,"Dapchi, Masaba",15/08/2022,59,173,2022-08-15,2022.0,8.0,Rainy,2.9322033898305087
Yobe,Potiskum,"Daura, Bulanyiwa, Dubbol, Bauwa, Majikumna. Bulanguwa Dawasa",2022-02-08 00:00:00,23,64,2022-02-08,2022.0,2.0,Dry,2.782608695652174
Yobe,Potiskum,Daya,22/08/2022,17,29,2022-08-22,2022.0,8.0,Rainy,1.7058823529411764
Yobe,Bursari,"Diwi,",24/08/2022,13,43,2022-08-24,2022.0,8.0,Rainy,3.3076923076923075
Yobe,Potiskum,Kotum DogoNini Dogo Tebo Dago Tebo Dogan Kuka Dokshi Dumburi,22/08/2022,456,967,2022-08-22,2022.0,8.0,Rainy,2.120614035087719
Yobe,Damaturu,Dumsai and Yamdugo,16/08/2022,143,373,2022-08-16,2022.0,8.0,Rainy,2.6083916083916083
Yobe,Fune,Dumsaij,17/08/2022,202,486,2022-08-17,2022.0,8.0,Rainy,2.405940594059406
Yobe,Nangere,Yamdugo Fajiganari,14/08/2022,40,154,2022-08-14,2022.0,8.0,Rainy,3.85
Yobe,Fika,Fulatari,28/08/2022,49,147,2022-08-28,2022.0,8.0,Rainy,3.0
Yobe,Gulani,Futchimaram Gabai Gabarawa Gadaka Gadaka,15/07/2022,29,42,2022-07-15,2022.0,7.0,Rainy,1.4482758620689655
Yobe,Potiskum,Gafala Jahur Katamma,22/08/2022,10,32,2022-08-22,2022.0,8.0,Rainy,3.2
Yobe,Karasuwa,Gamarin Yerima.,18/08/2022,24,43,2022-08-18,2022.0,8.0,Rainy,1.7916666666666667
Yobe,Potiskum,"Old Nangere, Saban gari, Kanda Garbi and Bombori",2022-02-08 00:00:00,12,75,2022-02-08,2022.0,2.0,Dry,6.25
Yobe,Fune,Garga Garin Alkali,17/08/2022,210,311,2022-08-17,2022.0,8.0,Rainy,1.480952380952381
Yobe,Gulani,Garin Baba,15/07/2022,20,37,2022-07-15,2022.0,7.0,Rainy,1.85
Yobe,Jakusko,Dawasa Garin Buba,19/07/2022,68,24,2022-07-19,2022.0,7.0,Rainy,0.35294117647058826
Yobe,Nguru,Garin Dole,2022-02-08 00:00:00,40,103,2022-02-08,2022.0,2.0,Dry,2.575
Yobe,Nguru,GarinGawo,2022-02-08 00:00:00,45,96,2022-02-08,2022.0,2.0,Dry,2.1333333333333333
Yobe,Karasuwa,Unspecified,18/08/2022,15,45,2022-08-18,2022.0,8.0,Rainy,3.0
Yobe,Geidam,Unspecified,2022-02-08 00:00:00,28,48,2022-02-08,2022.0,2.0,Dry,1.7142857142857142
Yobe,Jakusko,Unspecified,19/07/2022,40,65,2022-07-19,2022.0,7.0,Rainy,1.625
Yobe,Yunusari,Unspecified,16/07/2022,47,85,2022-07-16,2022.0,7.0,Rainy,1.8085106382978724
Yobe,Jakusko,Unspecified,13/09/2022,276,626,2022-09-13,2022.0,9.0,Rainy,2.2681159420289854
Yobe,Bade,Unspecified,2022-02-08 00:00:00,33,79,2022-02-08,2022.0,2.0,Dry,2.393939393939394
Yobe,Bursari,Unspecified,24/08/2022,164,217,2022-08-24,2022.0,8.0,Rainy,1.3231707317073171
Yobe,Jakusko,Unspecified,2022-12-09 00:00:00,201,534,2022-12-09,2022.0,12.0,Dry,2.656716417910448
Yobe,Karasuwa,Unspecified,2022-02-08 00:00:00,97,143,2022-02-08,2022.0,2.0,Dry,1.4742268041237114
Yobe,Nguru,Unspecified,2022-02-08 00:00:00,99,204,2022-02-08,2022.0,2.0,Dry,2.0606060606060606
Yobe,Tarmua,Unspecified,16/08/2022,78,187,2022-08-16,2022.0,8.0,Rainy,2.3974358974358974
Yobe,Bursari,Unspecified,24/08/2022,148,225,2022-08-24,2022.0,8.0,Rainy,1.5202702702702702
Yobe,Nangere,Unspecified,2022-02-08 00:00:00,44,159,2022-02-08,2022.0,2.0,Dry,3.6136363636363638
Yobe,Fika,Unspecified,28/08/2022,52,69,2022-08-28,2022.0,8.0,Rainy,1.3269230769230769
Yobe,Bursari,Unspecified,24/08/2022,7,23,2022-08-24,2022.0,8.0,Rainy,3.2857142857142856
Yobe,Karasuwa,Unspecified,18/08/2022,25,53,2022-08-18,2022.0,8.0,Rainy,2.12
Yobe,Fika,Garin Gage,28/08/2022,45,89,2022-08-28,2022.0,8.0,Rainy,1.9777777777777779
Yobe,Jakusko,Garih Mallam Jahur,2022-10-09 00:00:00,156,209,2022-10-09,2022.0,10.0,Rainy,1.3397435897435896
Yobe,Karasuwa,Gasma,2022-02-08 00:00:00,46,90,2022-02-08,2022.0,2.0,Dry,1.9565217391304348
Yobe,Karasuwa,Gasma,18/08/2022,48,78,2022-08-18,2022.0,8.0,Rainy,1.625
Yobe,Fika,Gawandi,2022-02-08 00:00:00,56,121,2022-02-08,2022.0,2.0,Dry,2.1607142857142856
Yobe,Jakusko,Girgir,2022-02-08 00:00:00,56,107,2022-02-08,2022.0,2.0,Dry,1.9107142857142858
Yobe,Jakusko,Girgir,2022-12-09 00:00:00,398,569,2022-12-09,2022.0,12.0,Dry,1.42964824120603
Yobe,Jakusko,"Girgir, Muguram",19/07/2022,58,29,2022-07-19,2022.0,7.0,Rainy,0.5
Yobe,Jakusko,Gogaram,2022-02-08 00:00:00,34,83,2022-02-08,2022.0,2.0,Dry,2.4411764705882355
Yobe,Tarmua,Gonduram,16/08/2022,52,167,2022-08-16,2022.0,8.0,Rainy,3.2115384615384617
Yobe,Potiskum,"Gongola, Ramin Kasa",2022-02-08 00:00:00,30,96,2022-02-08,2022.0,2.0,Dry,3.2
Yobe,Bursari,Goniri Burin,24/08/2022,33,69,2022-08-24,2022.0,8.0,Rainy,2.090909090909091
Yobe,Fune,Gubana,17/08/2022,115,211,2022-08-17,2022.0,8.0,Rainy,1.8347826086956522
Yobe,Gulani,Gulani,1 5/07/2022,30,62,,,,Rainy,2.066666666666667
Yobe,Geidam,Gumsa,19/07/2022,49,76,2022-07-19,2022.0,7.0,Rainy,1.5510204081632653
Yobe,Geidam,Gumsa,2022-02-08 00:00:00,78,134,2022-02-08,2022.0,2.0,Dry,1.7179487179487178
Yobe,Jakusko,Guyik,13/09/2022,45,104,2022-09-13,2022.0,9.0,Rainy,2.311111111111111
Yobe,Gulani,Gwayo,2022-10-09 00:00:00,401,895,2022-10-09,2022.0,10.0,Rainy,2.2319201995012468
Yobe,Nguru,"Hausari, Saban Fegi, Ramin Birki",2022-02-08 00:00:00,234,567,2022-02-08,2022.0,2.0,Dry,2.423076923076923
Yobe,Fune,Jajere,17/08/2022,415,642,2022-08-17,2022.0,8.0,Rainy,1.546987951807229
Yobe,Gujba,Jajere,30/08/2022,165,219,2022-08-30,2022.0,8.0,Rainy,1.3272727272727274
Yobe,Karasuwa,Jajeri,18/08/2022,20,47,2022-08-18,2022.0,8.0,Rainy,2.35
Yobe,Karasuwa,Jajimaji,2022-02-08 00:00:00,88,167,2022-02-08,2022.0,2.0,Dry,1.8977272727272727
Yobe,Karasuwa,Jajimaji,18/08/2022,43,79,2022-08-18,2022.0,8.0,Rainy,1.8372093023255813
Yobe,Jakusko,Jakusko,19/07/2022,158,128,2022-07-19,2022.0,7.0,Rainy,0.810126582278481
Yobe,Jakusko,Jakusko,2022-02-08 00:00:00,52,107,2022-02-08,2022.0,2.0,Dry,2.0576923076923075
Yobe,Jakusko,Jakusko,2022-12-09 00:00:00,270,468,2022-12-09,2022.0,12.0,Dry,1.7333333333333334
Yobe,Fika,Janga Dole,28/08/2022,37,106,2022-08-28,2022.0,8.0,Rainy,2.864864864864865
Yobe,Fika,Janga Siri,28/08/2022,23,67,2022-08-28,2022.0,8.0,Rainy,2.9130434782608696
Yobe,Potiskum,Jebuwa,2022-02-08 00:00:00,34,139,2022-02-08,2022.0,2.0,Dry,4.088235294117647
Yobe,Bursari,Jido,24/08/2022,19,34,2022-08-24,2022.0,8.0,Rainy,1.7894736842105263
Yobe,Nangere,"Jigawa, Mazaga, Gandafura, Nahuta",2022-02-08 00:00:00,51,157,2022-02-08,2022.0,2.0,Dry,3.0784313725490198
Yobe,Tarmua,Jumbam,16/08/2022,46,146,2022-08-16,2022.0,8.0,Rainy,3.1739130434782608
Yobe,Fune,Kafage,17/08/2022,107,148,2022-08-17,2022.0,8.0,Rainy,1.3831775700934579
Yobe,Geidam,"Kalaberi, Damakarwa, Malawango, Dalari, Ngulori, Kesala, Buwa, Daudari",21/09/2022,2106,1944,2022-09-21,2022.0,9.0,Rainy,0.9230769230769231
Yobe,Bursari,Kaliyari,24/08/2022,98,145,2022-08-24,2022.0,8.0,Rainy,1.4795918367346939
Yobe,Nguru,"Kantudu, Sabon Garin Kanuri, Kadawa",2022-02-08 00:00:00,94,146,2022-02-08,2022.0,2.0,Dry,1.553191489361702
Yobe,Jakusko,Karage,19/07/2022,76,33,2022-07-19,2022.0,7.0,Rainy,0.4342105263157895
Yobe,Karasuwa,Karasuwa Ga/u,2022-02-08 00:00:00,37,92,2022-02-08,2022.0,2.0,Dry,2.4864864864864864
Yobe,Karasuwa,Karasuwa Galu,18/08/2022,35,78,2022-08-18,2022.0,8.0,Rainy,2.2285714285714286
Yobe,Karasuwa,Karasuwa Garin Guna,2022-02-08 00:00:00,31,96,2022-02-08,2022.0,2.0,Dry,3.096774193548387
Yobe,Karasuwa,Karasuwa Garin Guna,18/08/2022,25,53,2022-08-18,2022.0,8.0,Rainy,2.12
Yobe,Jakusko,"Katamma, Lafiya Gwayo
Katarko ..",19/07/2022,97329,42735,2022-07-19,2022.0,7.0,Rainy,0.43907776716086677
Yobe,Bade,Kavayo,17/09/2022,128,206,2022-09-17,2022.0,9.0,Rainy,1.609375
Yobe,Fune,Kayeri,17/08/2022,193,205,2022-08-17,2022.0,8.0,Rainy,1.0621761658031088
Yobe,Jakusko,Kazir,2022-12-09 00:00:00,57,106,2022-12-09,2022.0,12.0,Dry,1.8596491228070176
Yobe,Geidam,Kiri-Kasamma,21/09/2022,642,426,2022-09-21,2022.0,9.0,Rainy,0.6635514018691588
Yobe,Gulani,Kojoli,2022-09-09 00:00:00,65,139,2022-09-09,2022.0,9.0,Rainy,2.1384615384615384
Yobe,Damaturu,Kollere,16/08/2022,603,1157,2022-08-16,2022.0,8.0,Rainy,1.9187396351575456
Yobe,Fune,Kollere,30/08/2022,35,98,2022-08-30,2022.0,8.0,Rainy,2.8
Yobe,Bursari,Kotokomari,24/08/2022,47,147,2022-08-24,2022.0,8.0,Rainy,3.127659574468085
Yobe,Fika,KukarGadu,28/08/2022,169,274,2022-08-28,2022.0,8.0,Rainy,1.621301775147929
Yobe,Damaturu,Kukareta,2022-02-08 00:00:00,125,267,2022-02-08,2022.0,2.0,Dry,2.136
Yobe,Damaturu,Kukuri and Chiromari,13/08/2022,37,95,2022-08-13,2022.0,8.0,Rainy,2.5675675675675675
Yobe,Gujba,Kukuwa Tasha,2022-08-07 00:00:00,117,0,2022-08-07,2022.0,8.0,Rainy,0.0
Yobe,Gujba,Kukuwa Tasha,2022-08-07 00:00:00,117,264,2022-08-07,2022.0,8.0,Rainy,2.2564102564102564
Yobe,Fune,Kukuwale,30/08/2022,100,317,2022-08-30,2022.0,8.0,Rainy,3.17
Yobe,Fune,"Kukuwale, Bilam Fusam, Ruga, Gishiwa Dabuwa, Lamba Mai Adiko, Garin",,0,0,,,,Rainy,0.0
Yobe,Potiskum,Danga,2022-02-08 00:00:00,75,189,2022-02-08,2022.0,2.0,Dry,2.52
Yobe,Jakusko,Kurkushe,2022-02-08 00:00:00,26,34,2022-02-08,2022.0,2.0,Dry,1.3076923076923077
Yobe,Jakusko,Kurkushe,2022-10-09 00:00:00,309,734,2022-10-09,2022.0,10.0,Rainy,2.3754045307443366
Yobe,Geidam,Kusur Damakarwa,2022-02-08 00:00:00,36,79,2022-02-08,2022.0,2.0,Dry,2.1944444444444446
Yobe,Gujba,Labba,30/08/2022,19,49,2022-08-30,2022.0,8.0,Rainy,2.5789473684210527
Yobe,Gulani,Labba,2022-09-09 00:00:00,104,246,2022-09-09,2022.0,9.0,Rainy,2.3653846153846154
Yobe,Potiskum,Lai /ai,22/08/2022,12,26,2022-08-22,2022.0,8.0,Rainy,2.1666666666666665
Yobe,Damaturu,Lawan Fannami :,30/07/2022,37,69,2022-07-30,2022.0,7.0,Rainy,1.864864864864865
Yobe,Bade,Lawan Musa,2022-02-08 00:00:00,56,45,2022-02-08,2022.0,2.0,Dry,0.8035714285714286
Yobe,Potiskum,"Layin Palace, Tsohuwar Kwata",2022-02-08 00:00:00,36,94,2022-02-08,2022.0,2.0,Dry,2.611111111111111
Yobe,Gujba,Likdir,2022-08-07 00:00:00,343,0,2022-08-07,2022.0,8.0,Rainy,0.0
Yobe,Gujba,Likdir,2022-08-07 00:00:00,763,763,2022-08-07,2022.0,8.0,Rainy,1.0
Yobe,Geidam,Lungun Kazamai,2022-02-08 00:00:00,30,78,2022-02-08,2022.0,2.0,Dry,2.6
Yobe,Geidam,Ma'ana,19/07/2022,27,36,2022-07-19,2022.0,7.0,Rainy,1.3333333333333333
Yobe,Bade,Madamuwa,18/09/2022,203,318,2022-09-18,2022.0,9.0,Rainy,1.5665024630541873
Yobe,Damaturu,Madori,1S/08/2022,28,89,,,,Rainy,3.1785714285714284
Yobe,Tarmua,Mafa,16/08/2022,57,179,2022-08-16,2022.0,8.0,Rainy,3.1403508771929824
Yobe,Geidam,Maina Tulubka/Abujan Amare,2022-02-08 00:00:00,78,142,2022-02-08,2022.0,2.0,Dry,1.8205128205128205
Yobe,Gujba,"Mairi, Kasatchia, Shuwari, Flatari, H.ausari, Ngomari, and Sabon Fegi",30/08/2022,2853,5265,2022-08-30,2022.0,8.0,Rainy,1.8454258675078865
Yobe,Nangere,Maisandari,14/08/2022,127,245,2022-08-14,2022.0,8.0,Rainy,1.9291338582677164
Yobe,Tarmua,Malam Matari,16/08/2022,123,309,2022-08-16,2022.0,8.0,Rainy,2.5121951219512195
Yobe,Potiskum,Mamudo,2022-02-08 00:00:00,11,43,2022-02-08,2022.0,2.0,Dry,3.909090909090909
Yobe,Potiskum,Mamudo,22/08/2022,12,31,2022-08-22,2022.0,8.0,Rainy,2.5833333333333335
Yobe,Bursari,Mandada'a,16/08/2022,40,127,2022-08-16,2022.0,8.0,Rainy,3.175
Yobe,Fune,Marmari,16/08/2022,79,124,2022-08-16,2022.0,8.0,Rainy,1.5696202531645569
Yobe,Yusufari,Mayori,2022-02-08 00:00:00,6,24,2022-02-08,2022.0,2.0,Dry,4.0
Yobe,Fika,Mutai,29/08/2022,531,1593,2022-08-29,2022.0,8.0,Rainy,3.0
Yobe,Nguru,Nayinawa,2022-02-08 00:00:00,46,93,2022-02-08,2022.0,2.0,Dry,2.0217391304347827
Yobe,Fune,Ngelzarma,17/08/2022,304,611,2022-08-17,2022.0,8.0,Rainy,2.0098684210526314
Yobe,Potiskum,Ngojin,2022-02-08 00:00:00,16,65,2022-02-08,2022.0,2.0,Dry,4.0625
Yobe,Gulani,Njibulwa and Yayum,15/07/2022,25,56,2022-07-15,2022.0,7.0,Rainy,2.24
Yobe,Nangere,Old and New Nangere,14/08/2022,58,156,2022-08-14,2022.0,8.0,Rainy,2.689655172413793
Yobe,Damaturu,Pompomari,2022-11-08 00:00:00,454,1256,2022-11-08,2022.0,11.0,Dry,2.7665198237885464
Yobe,Geidam,Rimi,2022-02-08 00:00:00,35,98,2022-02-08,2022.0,2.0,Dry,2.8
Yobe,Gulani,Ruhu,2022-10-09 00:00:00,74,107,2022-10-09,2022.0,10.0,Rainy,1.445945945945946
Yobe,Nangere,Saban Garin Jakade,2022-02-08 00:00:00,45,134,2022-02-08,2022.0,2.0,Dry,2.977777777777778
Yobe,Damaturu,Sasawa,15/08/2022,97,203,2022-08-15,2022.0,8.0,Rainy,2.0927835051546393
Yobe,Bade,Sugoloci,18/09/2022,188,289,2022-09-18,2022.0,9.0,Rainy,1.5372340425531914
Yobe,Bade,Sugum,16/09/2022,179,278,2022-09-16,2022.0,9.0,Rainy,1.553072625698324
Yobe,Tarmua,Sungul Koka,16/08/2022,50,186,2022-08-16,2022.0,8.0,Rainy,3.72
Yobe,Bade,Tagali,15/09/2022,267,524,2022-09-15,2022.0,9.0,Rainy,1.9625468164794007
Yobe,Bade,Tagama,17/09/2022,234,496,2022-09-17,2022.0,9.0,Rainy,2.1196581196581197
Yobe,Bade,Tagvirvir,16/09/2022,145,215,2022-09-16,2022.0,9.0,Rainy,1.4827586206896552
Yobe,Jakusko,Tajuwa,2022-02-08 00:00:00,34,98,2022-02-08,2022.0,2.0,Dry,2.8823529411764706
Yobe,Geidam,Tashan Toshia/Ganya Kura,2022-02-08 00:00:00,22,47,2022-02-08,2022.0,2.0,Dry,2.1363636363636362
Yobe,Geidam,Toshia,19/07/2022,34,47,2022-07-19,2022.0,7.0,Rainy,1.3823529411764706
Yobe,Nguru,Tshohuwar Nguru,2022-02-08 00:00:00,240,542,2022-02-08,2022.0,2.0,Dry,2.2583333333333333
Yobe,Potiskum,Unguwar Bolewa,2022-02-08 00:00:00,18,89,2022-02-08,2022.0,2.0,Dry,4.944444444444445
Yobe,Tarmua,"Unguwar Bulama, Lantewa.",16/08/2022,47,135,2022-08-16,2022.0,8.0,Rainy,2.872340425531915
Yobe,Bade,"Usur, Dawayo",2022-02-08 00:00:00,30,97,2022-02-08,2022.0,2.0,Dry,3.2333333333333334
Yobe,Karasuwa,Wachaka/,2022-02-08 00:00:00,24,59,2022-02-08,2022.0,2.0,Dry,2.4583333333333335
Yobe,Karasuwa,Wachaka/ ..,18/08/2022,30,62,2022-08-18,2022.0,8.0,Rainy,2.066666666666667
Yobe,Karasuwa,Waro,18/08/2022,18,43,2022-08-18,2022.0,8.0,Rainy,2.388888888888889
Yobe,Damaturu,Waziri Ibrahim Extension,2022-10-08 00:00:00,33,105,2022-10-08,2022.0,10.0,Rainy,3.1818181818181817
Yobe,Potiskum,"Yakana, Hausawa, Tandari",2022-02-08 00:00:00,42,89,2022-02-08,2022.0,2.0,Dry,2.119047619047619
Yobe,Potiskum,Yerimaram,22/08/2022,21,44,2022-08-22,2022.0,8.0,Rainy,2.0952380952380953
Yobe,Jakusko,Yim,2022-12-09 00:00:00,178,259,2022-12-09,2022.0,12.0,Dry,1.4550561797752808
Yobe,Potiskum,"Yindiski, Arikime",2022-01-07 00:00:00,27,34,2022-01-07,2022.0,1.0,Dry,1.2592592592592593
Yobe,Potiskum,Yindiski/Arikime,2022-01-07 00:00:00,17,0,2022-01-07,2022.0,1.0,Dry,0.0
Yobe,Jakusko,Zabudum and Dachia,2022-02-08 00:00:00,23,68,2022-02-08,2022.0,2.0,Dry,2.9565217391304346
Zamfara,Talata Mafara,"Ta/atar Mafara Town,Tsakuwa,Tafl<in Gusau,Tashar Kali,Maradun Town,Danbaza,Saminaka, Gummi Town.Anka Town,Bakura Town,Bungudu
Town,Kauran Namoda Town,Maru Town, Tsafe Town",27/08/2022,12174,2256,2022-08-27,2022.0,8.0,Rainy,0.18531296205027106
Zamfara,Gusau,Unspecified,2022-04-06 00:00:00,0,0,2022-04-06,2022.0,4.0,Rainy,0.0
